name,effect,power,type,Thru Gen 4?,accuracy,pp,target,priority,category,additional_effects,description
Super Fang,EFFECT_SUPER_FANG,1,TYPE_NORMAL,N,90,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Attacks with sharp fangs and cuts half the foe's HP.
Instruct,EFFECT_INSTRUCT,0,TYPE_PSYCHIC,N,0,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Orders the target to use its last move again.
Spicy Extract,EFFECT_SPICY_EXTRACT,0,TYPE_GRASS,N,0,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"Sharply ups target's Attack,  harshly lowers its Defense."
Dragon Cheer,EFFECT_DRAGON_CHEER,0,TYPE_DRAGON,N,0,15,MOVE_TARGET_ALLY,0,DAMAGE_CATEGORY_STATUS,,"Increases allies' critical hit  ratio, especially if Dragons."
Clear Smog,EFFECT_HIT,50,TYPE_POISON,N,0,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_CLEAR_SMOG",Attacks with whitehaze that eliminates allstat changes.
Bide,EFFECT_BIDE,1,TYPE_NORMAL,N,0,10,MOVE_TARGET_USER,1,DAMAGE_CATEGORY_PHYSICAL,,Endures attack for 2 turns to retaliate double.
Max Strike,EFFECT_MAX_MOVE,1,TYPE_NORMAL,N,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_LOWER_SPEED_SIDE",
Rest,EFFECT_REST,0,TYPE_PSYCHIC,N,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"The user sleeps for 2 turns,  restoring HP and status."
Endeavor,EFFECT_ENDEAVOR,1,TYPE_NORMAL,N,100,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Gains power if the user's HP is lower than the foe's HP.
Roost,EFFECT_ROOST,0,TYPE_FLYING,N,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Restores the user's HP by half of its max HP.
Knock Off,EFFECT_KNOCK_OFF,20 50,TYPE_DARK,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_KNOCK_OFF",Knocks down thefoe's held item toprevent its use.
Rock Tomb,EFFECT_HIT,50 60,TYPE_ROCK,N,80 95,10 15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_SPD_MINUS_1",Stops the foe frommoving with rocksand cuts Speed.
Clamp,EFFECT_HIT,35,TYPE_WATER,N,75 90,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_WRAP",Traps and squeezesthe foe for BINDING_TURNSturns.
Giga Drain,EFFECT_ABSORB,60 80,TYPE_GRASS,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,An attack that steals half the damage inflicted.
Confuse Ray,EFFECT_CONFUSE,0,TYPE_GHOST,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,A sinister ray that confuses the foe.
Spite,EFFECT_SPITE,0,TYPE_GHOST,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Spitefully cuts the PP of the foe's last move.
Power Trip,EFFECT_STORED_POWER,20,TYPE_DARK,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,It hits harder the more stat boosts the user has.
Trick,EFFECT_TRICK,0,TYPE_PSYCHIC,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Tricks the foe into trading held items.
Guillotine,EFFECT_OHKO,1,TYPE_NORMAL,N,30,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,A powerful pincer attack that may cause fainting.
Imprison,EFFECT_IMPRISON,0,TYPE_PSYCHIC,N,100,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Prevents foes from using moves known by the user.
Pursuit,EFFECT_PURSUIT,40 50,TYPE_DARK,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Inflicts bad damage if used on a foe switching out.
Gastro Acid,EFFECT_GASTRO_ACID,0,TYPE_POISON,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Stomach acid suppresses the foe's ability.
Worry Seed,EFFECT_WORRY_SEED,0,TYPE_GRASS,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Plants a seed on the foe giving it Insomnia.
Thief,EFFECT_HIT,40,TYPE_DARK,N,100,10 15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_STEAL_ITEM","While attacking,it may steal thefoe's held item."
Strength Sap,EFFECT_STRENGTH_SAP,0,TYPE_GRASS,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"Saps the foe's Attack to heal HP, then drops Attack."
Horn Drill,EFFECT_OHKO,1,TYPE_NORMAL,N,30,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,A one-hit KO attack that uses a horn like a drill.
Assurance,EFFECT_ASSURANCE,50 60,TYPE_DARK,N,100,10 15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL DAMAGE_CATEGORY_SPECIAL,,An attack that gains power if the foe has been hurt.
Trump Card,EFFECT_TRUMP_CARD,1,TYPE_NORMAL,N,0,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,The less PP the move has the more damage it does.
Breakneck Blitz,EFFECT_HIT,1,TYPE_NORMAL,N,0,1,MOVE_TARGET_SELECTED,0,"DAMAGE_CATEGORY_PHYSICAL,    //determined from move type
        .battleAnimScript = gBattleAnimMove_BreakneckBlitz",,
Dragon Rage,EFFECT_FIXED_DAMAGE_ARG,1,TYPE_DRAGON,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Launches shock waves that always inflict 40 HP damage.
Metal Burst,EFFECT_METAL_BURST,1,TYPE_STEEL,N,100,10,MOVE_TARGET_DEPENDS,0,DAMAGE_CATEGORY_PHYSICAL,,Retaliates any hit with greater power.
Payback,EFFECT_PAYBACK,50,TYPE_DARK,N,100,10 15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,An attack that gains power if the user moves last.
Heavy Slam,EFFECT_HEAT_CRASH,1,TYPE_STEEL,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,
Thunder Punch,EFFECT_HIT,75,TYPE_ELECTRIC,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_PARALYSIS",An electrifiedpunch that mayparalyze the foe.
Flame Wheel,EFFECT_HIT,60 65,TYPE_FIRE,N,100,25,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,         MOVE_EFFECT_BURN,A fiery chargeattack that mayinflict a burn.
Snarl,EFFECT_HIT,55,TYPE_DARK,N,95,15,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_SP_ATK_MINUS_1",Yells and rants atthe foe loweringits Sp. Atk.
Bite,EFFECT_HIT,60,TYPE_DARK,N,100,25,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,MOVE_EFFECT_FLINCH,Bites with viciousfangs. May causeflinching.
Mud-Slap,EFFECT_HIT,20 30,TYPE_GROUND,N,100,10 25,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_ACC_MINUS_1",Hurls mud in thefoe's face toreduce itsaccuracy.
Stored Power,EFFECT_STORED_POWER,20,TYPE_PSYCHIC,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,The higher the user's stats the more damage caused.
Brutal Swing,EFFECT_HIT,60 80,TYPE_DARK,N,100,20,MOVE_TARGET_FOES_AND_ALLY,0,DAMAGE_CATEGORY_PHYSICAL,,Violently swings around to hurt everyone nearby.
Vine Whip,EFFECT_HIT,35 45,TYPE_GRASS,N,100,10 25,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"Strikes the foe with slender, whiplike vines."
Revenge,EFFECT_REVENGE,60 65,TYPE_FIGHTING,N,100,10 15,MOVE_TARGET_SELECTED,-4,DAMAGE_CATEGORY_PHYSICAL,,
Constrict,EFFECT_HIT,10 25,TYPE_NORMAL,N,100,35,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,MOVE_EFFECT_SPD_MINUS_1,Constricts toinflict pain. Maylower Speed.
Twin Beam,EFFECT_HIT,40,TYPE_PSYCHIC,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Mystical eye-beams that hit the target twice in a row.
Water Pledge,EFFECT_PLEDGE,50,TYPE_WATER,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Attacks with a column of water. May make a rainbow.
Fire Fang,EFFECT_HIT,65,TYPE_FIRE,N,95,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_BURN",May causeflinching or leavethe foe with aburn.
Grass Pledge,EFFECT_PLEDGE,50,TYPE_GRASS,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Attacks with a column of grass. May create a swamp.
Hex,EFFECT_DOUBLE_POWER_ON_ARG_STATUS,50,TYPE_GHOST,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Does double damage if the foe has a status problem.
Feint Attack,EFFECT_HIT,60 70,TYPE_DARK,N,0,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"Draws the foe close, then  strikes without fail."
G-Max Gold Rush,EFFECT_MAX_MOVE,10,TYPE_NORMAL,N,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_CONFUSE_PAY_DAY_SIDE",
G-Max Cuddle,EFFECT_MAX_MOVE,10,TYPE_NORMAL,N,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_INFATUATE_SIDE",
G-Max Replenish,EFFECT_MAX_MOVE,10,TYPE_NORMAL,N,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_RECYCLE_BERRIES",
Punishment,EFFECT_PUNISHMENT,60,TYPE_DARK,N,100,5 10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Does more damage if the foe has powered up.
Dragon Darts,EFFECT_DRAGON_DARTS,50,TYPE_DRAGON,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,The user attacks twice. Two targets are hit once each.
Wrap,EFFECT_HIT,15 20,TYPE_NORMAL,N,85 95,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_WRAP","Wraps and squeezesthe foe BINDING_TURNStimes with vines,etc."
Last Respects,EFFECT_LAST_RESPECTS,50,TYPE_GHOST,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,This move deals more damage for each defeated ally.
Rage Fist,EFFECT_RAGE_FIST,50,TYPE_GHOST,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"The more the user has been hit, the stronger the move."
Fury Attack,EFFECT_MULTI_HIT,15 18,TYPE_NORMAL,N,85 95,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"Jabs the foe 2 to 5 times with sharp horns, etc."
Force Palm,EFFECT_HIT,60,TYPE_FIGHTING,N,100,10 20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_PARALYSIS",A shock waveattack that mayparalyze the foe.
Circle Throw,EFFECT_HIT_SWITCH_TARGET,60,TYPE_FIGHTING,N,90 95,10,MOVE_TARGET_SELECTED,-6,DAMAGE_CATEGORY_PHYSICAL,,
Drain Punch,EFFECT_ABSORB,60 75,TYPE_FIGHTING,N,100,5 10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,
Avalanche,EFFECT_REVENGE,60,TYPE_ICE,N,100,10 15,MOVE_TARGET_SELECTED,-4,DAMAGE_CATEGORY_PHYSICAL,,
Sky Drop,EFFECT_SKY_DROP,60,TYPE_FLYING,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Takes the foe into the sky then drops it the next turn.
Mystical Fire,EFFECT_HIT,65,TYPE_FIRE,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_SP_ATK_MINUS_1","Breathes aspecial, hot fire.Lowers Sp. Atk."
Brine,EFFECT_BRINE,65,TYPE_WATER,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Does double damage to foes with half HP.
Venoshock,EFFECT_DOUBLE_POWER_ON_ARG_STATUS,65,TYPE_POISON,N,100,10 15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Does double damage if the foe is poisoned.
Barrage,EFFECT_MULTI_HIT,15 18,TYPE_NORMAL,N,85 95,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Hurls round objects at the foe 2 to 5 times.
Scorching Sands,EFFECT_HIT,70,TYPE_GROUND,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_BURN",Throws scorchingsand at thetarget. May leavea burn.
Wave Crash,EFFECT_HIT,75,TYPE_WATER,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,A slam shrouded in water. It also hurts the user.
Horn Leech,EFFECT_ABSORB,75,TYPE_GRASS,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,
Bind,EFFECT_HIT,15 20,TYPE_NORMAL,N,75 95,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_WRAP",Binds and squeezesthe foe for BINDING_TURNSturns.
Stomping Tantrum,EFFECT_STOMPING_TANTRUM,75,TYPE_GROUND,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Stomps around angrily. Stronger after a failure.
Flame Burst,EFFECT_HIT,70,TYPE_FIRE,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_FLAME_BURST",A bursting flamethat does damageto all foes.
Psychic Noise,EFFECT_HIT,75,TYPE_PSYCHIC,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_PSYCHIC_NOISE",Unpleasant soundwaves that damageand preventhealing.
Energy Ball,EFFECT_HIT,80,TYPE_GRASS,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_SP_DEF_MINUS_1",Draws power fromnature to attack.May lower Sp. Def.
Dig,EFFECT_SEMI_INVULNERABLE,80,TYPE_GROUND,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Digs underground the first turn and strikes next turn.
Double Slap,EFFECT_MULTI_HIT,15 18,TYPE_NORMAL,N,85 95,10 20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Repeatedly slaps the foe 2 to 5 times.
Comet Punch,EFFECT_MULTI_HIT,18 22,TYPE_NORMAL,N,85 95,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Repeatedly punches the foe 2 to 5 times.
Flash Cannon,EFFECT_HIT,80,TYPE_STEEL,N,100,10 15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_SP_DEF_MINUS_1",Releases a blastof light that maylower Sp. Def.
Psyshock,EFFECT_PSYSHOCK,80,TYPE_PSYCHIC,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,
Burning Jealousy,EFFECT_HIT,70,TYPE_FIRE,N,100,5,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_BURN",Foes that havestats upped duringthe turn getburned.
Oblivion Wing,EFFECT_ABSORB,80,TYPE_FLYING,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,
Spirit Shackle,EFFECT_HIT,80,TYPE_GHOST,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_PREVENT_ESCAPE","After being hit,foes can no longerescape."
Discharge,EFFECT_HIT,80,TYPE_ELECTRIC,N,100,15,MOVE_TARGET_FOES_AND_ALLY,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_PARALYSIS",Zaps the foes withelectri- city. Mayparalyze them.
Ceaseless Edge,EFFECT_HIT,65,TYPE_DARK,N,90,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_SPIKES",High critical hitratio. Sets Splinters thathurt the foe.
Rock Smash,EFFECT_HIT,65,TYPE_FIGHTING,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_DEF_MINUS_1",A rock-crushingattack that maylower Defense.
Drum Beating,EFFECT_HIT,80,TYPE_GRASS,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_SPD_MINUS_1",Plays a drum toattack. The foe'sSpeed is lowered.
Thunder Cage,EFFECT_HIT,80,TYPE_ELECTRIC,N,90,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_WRAP",Traps the foe in acage of electricity forBINDING_TURNS turns.
Apple Acid,EFFECT_HIT,80,TYPE_GRASS,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_SP_DEF_MINUS_1",Attacks with tartapple acid tolower the foe'sSp. Def.
Grav Apple,EFFECT_GRAV_APPLE,80,TYPE_GRASS,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_DEF_MINUS_1",Drops an applefrom above. Lowersthe foe's Defense.
Expanding Force,EFFECT_EXPANDING_FORCE,80,TYPE_PSYCHIC,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Power goes up and damages all foes on Psychic Terrain.
Fury Swipes,EFFECT_MULTI_HIT,18 22,TYPE_NORMAL,N,80 95,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"Rakes the foe with sharp claws, etc., 2 to 5 times."
Lumina Crash,EFFECT_HIT,80,TYPE_PSYCHIC,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_SP_DEF_MINUS_2",A mind-affectinglight harshlylowers Sp. Def.
Order Up,EFFECT_ORDER_UP,80,TYPE_DRAGON,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_ORDER_UP",Boosts a user'sstats depending onTatsugiri.
Fire Punch,EFFECT_HIT,75,TYPE_FIRE,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_BURN",A fiery punch thatmay burn the foe.
Aqua Step,EFFECT_HIT,80,TYPE_WATER,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_SPD_PLUS_1","Hits with light,fluid dance steps.Ups the user'sSpeed."
Temper Flare,EFFECT_STOMPING_TANTRUM,75,TYPE_FIRE,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,A desperation attack. Power  doubles if last move failed.
Night Slash,EFFECT_HIT,70,TYPE_DARK,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Hits as soon as possible. High critical-hit ratio.
Dive,EFFECT_SEMI_INVULNERABLE,85,TYPE_WATER,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Dives underwater the first turn and strikes next turn.
Upper Hand,EFFECT_UPPER_HAND,65,TYPE_FIGHTING,N,100,15,MOVE_TARGET_SELECTED,3,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_FLINCH",Makes the targetflinch if readyinga priority move.
Lash Out,EFFECT_LASH_OUT,75,TYPE_DARK,N,100,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"If stats lowered during this turn, power is doubled."
Shadow Bone,EFFECT_HIT,85,TYPE_GHOST,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_DEF_MINUS_1",Strikes with ahaunted bone.Might dropDefense.
Liquidation,EFFECT_HIT,85,TYPE_WATER,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_DEF_MINUS_1",Slams the foe withwater. Can lowerDefense.
Zing Zap,EFFECT_HIT,80,TYPE_ELECTRIC,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_FLINCH",An electrifiedimpact that cancause flinching.
Fishious Rend,EFFECT_BOLT_BEAK,85,TYPE_WATER,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Double power if the user moves before the target.
Lava Plume,EFFECT_HIT,80,TYPE_FIRE,N,100,15,MOVE_TARGET_FOES_AND_ALLY,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_BURN",
Rapid Spin,EFFECT_RAPID_SPIN,20 50,TYPE_NORMAL,N,100,40,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Spins the body athigh speed tostrike the foe.
Dragon Pulse,EFFECT_HIT,90,TYPE_DRAGON,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Generates a shock wave to damage the foe.
Psychic,EFFECT_HIT,90 95,TYPE_PSYCHIC,N,100,10 15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_SP_DEF_MINUS_1",A powerful psychicattack that maylower Sp. Def.
Sludge Bomb,EFFECT_HIT,90 95,TYPE_POISON,N,100,10 15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_POISON",Sludge is hurledto inflict damage.May also poison.
Rage,EFFECT_RAGE,20,TYPE_NORMAL,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Raises the user's Attack every time it is hit.
Silver Wind,EFFECT_HIT,60,TYPE_BUG,N,100,5 10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_ALL_STATS_UP",A powdery attackthat may raiseabilities.
Earth Power,EFFECT_HIT,90,TYPE_GROUND,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_SP_DEF_MINUS_1",Makes the grounderupt with power.May lower Sp. Def.
Phantom Force,EFFECT_SEMI_INVULNERABLE,90,TYPE_GHOST,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,
Thousand Arrows,EFFECT_HIT,90,TYPE_GROUND,N,100,10,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_SMACK_DOWN","Can hit Flyingfoes, then knocksthem to theground."
Thousand Waves,EFFECT_HIT,90,TYPE_GROUND,N,100,10,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_PREVENT_ESCAPE",Those hit by thewave can no longerescape.
Land's Wrath,EFFECT_HIT,90,TYPE_GROUND,N,100,10,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_PHYSICAL,,Gathers the energy of the land to attack every foe.
Steamroller,EFFECT_HIT,65,TYPE_BUG,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_FLINCH",Crushes the foewith its body. Maycause flinching.
Sparkling Aria,EFFECT_HIT,90,TYPE_WATER,N,100,10,MOVE_TARGET_FOES_AND_ALLY,0,DAMAGE_CATEGORY_SPECIAL,,Sings with bubbles. Cures  burns on contact.
Spectral Thief,EFFECT_HIT,90,TYPE_GHOST,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_SPECTRAL_THIEF","Steals thetarget's stat boosts, thenattacks."
Shell Side Arm,EFFECT_SHELL_SIDE_ARM,90,TYPE_POISON,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_POISON",Deals better ofphysical and special damage.May poison.
Freezing Glare,EFFECT_HIT,90,TYPE_PSYCHIC,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_FREEZE_OR_FROSTBITE",Shoots psychicpower from          #if B_USE_FROSTBITE == TRUEtheeyes. Mayfrostbite.
Crunch,EFFECT_HIT,80,TYPE_DARK,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,MOVE_EFFECT_DEF_MINUS_1,Crunches withsharp fangs.          #if B_UPDATED_MOVE_DATA >= GEN_4Maylower Defense.
Jump Kick,EFFECT_RECOIL_IF_MISS,70,TYPE_FIGHTING,N,95,25,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,A strong jumping kick. May miss and hurt the kicker.
Spike Cannon,EFFECT_MULTI_HIT,20 25,TYPE_NORMAL TYPE_STEEL,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Launches sharp spikes that strike 2 to 5 times.
Fire Lash,EFFECT_HIT,80,TYPE_FIRE,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_DEF_MINUS_1",Whips the foe withfire lowering itsDefense.
Ice Beam,EFFECT_HIT,95,TYPE_ICE,N,100,10 15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,MOVE_EFFECT_FREEZE_OR_FROSTBITE,Blasts the foewith an icy          #if B_USE_FROSTBITE == TRUEbeam.May causefrostbite.
Sludge Wave,EFFECT_HIT,95,TYPE_POISON,N,100,10,MOVE_TARGET_FOES_AND_ALLY,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_POISON",Swamps the foewith a wave ofsludge. May alsopoison.
Earthquake,EFFECT_EARTHQUAKE,100,TYPE_GROUND,N,100,10,MOVE_TARGET_FOES_AND_ALLY,0,DAMAGE_CATEGORY_PHYSICAL,,"A powerful quake, but has no effect on flying foes."
