name,effect,power,type,accuracy,pp,target,priority,category,additional_effects,description
Teatime,EFFECT_TEATIME,0,TYPE_NORMAL,0,10,MOVE_TARGET_ALL_BATTLERS,0,DAMAGE_CATEGORY_STATUS,,"""All Pokémon have\n""             ""teatime and eat\n""             ""their Berries."""
Octolock,EFFECT_OCTOLOCK,0,TYPE_FIGHTING,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Traps the foe to\n""             ""lower Def and Sp.\n""             ""Def each turn."""
Bolt Beak,EFFECT_BOLT_BEAK,85,TYPE_ELECTRIC,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Double power if the\n""             ""user moves before\n""             ""the target."""
Fishious Rend,EFFECT_BOLT_BEAK,85,TYPE_WATER,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Double power if the\n""             ""user moves before\n""             ""the target."""
Court Change,EFFECT_COURT_CHANGE,0,TYPE_NORMAL,100,10,MOVE_TARGET_ALL_BATTLERS,0,DAMAGE_CATEGORY_STATUS,,"""The user swaps\n""             ""effects on either\n""             ""side of the field."""
Clangorous Soul,EFFECT_CLANGOROUS_SOUL,0,TYPE_DRAGON,100,5,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""The user uses some\n""             ""of its HP to raise\n""             ""all its stats."""
Body Press,EFFECT_BODY_PRESS,80,TYPE_FIGHTING,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Does more damage\n""             ""the higher the\n""             ""user's Def."""
Decorate,EFFECT_DECORATE,0,TYPE_FAIRY,0,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""The user sharply\n""             ""raises the\n""             ""target's Atk and\n""             ""Sp.Atk."""
Drum Beating,EFFECT_HIT,80,TYPE_GRASS,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SPD_MINUS_1","""Plays a drum to\n""             ""attack. The foe's\n""             ""Speed is lowered."""
Snap Trap,EFFECT_HIT,35,TYPE_GRASS,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_WRAP","""Snares the target\n""             ""in a snap trap for\n""             ""four to five turns."""
Pyro Ball,EFFECT_HIT,120,TYPE_FIRE,90,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_BURN","""Launches a fiery\n""             ""ball at\n""             ""the target. It may\n""             ""cause a burn."""
Behemoth Blade,EFFECT_DYNAMAX_DOUBLE_DMG,100,TYPE_STEEL,100,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Strikes as a sword.\n""             ""Deals 2x damage to\n""             ""Dynamaxed foes."""
Behemoth Bash,EFFECT_DYNAMAX_DOUBLE_DMG,100,TYPE_STEEL,100,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Attacks as a\n""             ""shield. Deals\n""             ""2x damage to\n""             ""Dynamaxed foes."""
Aura Wheel,EFFECT_AURA_WHEEL,110,TYPE_ELECTRIC,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SPD_PLUS_1","""Raises Speed to\n""             ""attack. The Type\n""             ""is based on its\n""             ""form."""
Breaking Swipe,EFFECT_HIT,60,TYPE_DRAGON,100,15,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_ATK_MINUS_1","""Swings its tail to\n""             ""attack. Lowers the\n""             ""Atk of those hit."""
Branch Poke,EFFECT_HIT,40,TYPE_GRASS,100,40,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""The user pokes the\n""             ""target with a\n""             ""pointed branch."""
Overdrive,EFFECT_HIT,80,TYPE_ELECTRIC,100,10,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,,"""The user twangs its\n""             ""guitar, causing\n""             ""strong vibrations."""
Apple Acid,EFFECT_HIT,80,TYPE_GRASS,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SP_DEF_MINUS_1","""Attacks with tart\n""             ""apple acid to\n""             ""lower the foe's Sp.\n""             ""Def."""
Grav Apple,EFFECT_GRAV_APPLE,80,TYPE_GRASS,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_DEF_MINUS_1","""Drops an apple from\n""             ""above. Lowers the\n""             ""foe's Defense."""
Spirit Break,EFFECT_HIT,75,TYPE_FAIRY,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SP_ATK_MINUS_1","""Attacks with\n""             ""spirit-\n""             ""breaking force.\n""             ""Lowers Sp. Atk."""
Strange Steam,EFFECT_HIT,90,TYPE_FAIRY,95,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_CONFUSION","""Emits a strange\n""             ""steam\n""             ""to potentially\n""             ""confuse the foe."""
Life Dew,EFFECT_JUNGLE_HEALING,0,TYPE_WATER,0,10,MOVE_TARGET_ALL_BATTLERS,0,DAMAGE_CATEGORY_STATUS,,"""Scatters water to\n""             ""restore the HP of\n""             ""itself and allies."""
Obstruct,EFFECT_PROTECT,0,TYPE_DARK,100,10,MOVE_TARGET_USER,4,DAMAGE_CATEGORY_STATUS,,"""Protects itself,\n""             ""harshly lowering\n""             ""Def on contact."""
False Surrender,EFFECT_HIT,80,TYPE_DARK,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Bows to stab the\n""             ""foe with hair. It\n""             ""never misses."""
Meteor Assault,EFFECT_HIT,150,TYPE_FIGHTING,100,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_RECHARGE","""Attacks with a\n""             ""thick leek.The\n""             ""user must then\n""             ""rest."""
Eternabeam,EFFECT_HIT,160,TYPE_DRAGON,90,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_RECHARGE","""Eternatus'\n""             ""strongest\n""             ""move.The user\n""             ""rests next turn."""
Steel Beam,EFFECT_MAX_HP_50_RECOIL,140,TYPE_STEEL,95,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""Fires a beam of\n""             ""steel from its\n""             ""body. It hurts the\n""             ""user."""
Expanding Force,EFFECT_EXPANDING_FORCE,80,TYPE_PSYCHIC,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""Power goes up and\n""             ""damages all foes\n""             ""on Psychic Terrain."""
Steel Roller,EFFECT_HIT_SET_REMOVE_TERRAIN,130,TYPE_STEEL,100,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Destroys terrain.\n""             ""Fails if ground\n""             ""isn't terrain."""
Scale Shot,EFFECT_MULTI_HIT,25,TYPE_DRAGON,90,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Shoots scales 2 to\n""             ""5 times. Ups\n""             ""Speed, lowers\n""             ""defense."""
Meteor Beam,EFFECT_TWO_TURNS_ATTACK,120,TYPE_ROCK,90,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""A 2-turn move that\n""             ""raises Sp. Attack\n""             ""before attacking."""
Shell Side Arm,EFFECT_SHELL_SIDE_ARM,90,TYPE_POISON,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_POISON","""Deals better of\n""             ""physical\n""             ""and special\n""             ""damage. May poison."""
Misty Explosion,EFFECT_EXPLOSION,100,TYPE_FAIRY,100,5,MOVE_TARGET_FOES_AND_ALLY,0,DAMAGE_CATEGORY_SPECIAL,,"""Hit everything and\n""             ""faint.Powers up\n""             ""on Misty Terrain."""
Grassy Glide,EFFECT_GRASSY_GLIDE,B_UPDATED_MOVE_DATA >= GEN_9 ? 55 : 70,TYPE_GRASS,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Gliding on ground,\n""             ""hits. Goes first\n""             ""on Grassy Terrain."""
Rising Voltage,EFFECT_RISING_VOLTAGE,70,TYPE_ELECTRIC,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""This move's power\n""             ""doubles when on\n""             ""Electric Terrain."""
Terrain Pulse,EFFECT_TERRAIN_PULSE,50,TYPE_NORMAL,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""Type and power\n""             ""changes depending\n""             ""on the terrain."""
Skitter Smack,EFFECT_HIT,70,TYPE_BUG,90,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SP_ATK_MINUS_1","""User skitters\n""             ""behind foe\n""             ""to attack. Lowers\n""             ""foe's Sp. Atk."""
Burning Jealousy,EFFECT_HIT,70,TYPE_FIRE,100,5,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_BURN","""Foes that have\n""             ""stats upped during\n""             ""the turn get\n""             ""burned."""
Lash Out,EFFECT_LASH_OUT,75,TYPE_DARK,100,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""If stats lowered\n""             ""during this turn,\n""             ""power is doubled."""
Poltergeist,EFFECT_POLTERGEIST,110,TYPE_GHOST,90,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Control foe's item\n""             ""to attack. Fails\n""             ""if foe has no item."""
Corrosive Gas,EFFECT_CORROSIVE_GAS,0,TYPE_POISON,100,40,MOVE_TARGET_FOES_AND_ALLY,0,DAMAGE_CATEGORY_STATUS,,"""Highly acidic gas\n""             ""melts items held\n""             ""by surrounding\n""             ""Pokémon."""
Coaching,EFFECT_COACHING,0,TYPE_FIGHTING,0,10,MOVE_TARGET_ALLY,0,DAMAGE_CATEGORY_STATUS,,"""Properly coaches\n""             ""allies to up their\n""             ""Attack and Defense."""
Flip Turn,EFFECT_HIT_ESCAPE,60,TYPE_WATER,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Attacks and rushes\n""             ""back to switch\n""             ""with a party\n""             ""Pokémon."""
Triple Axel,EFFECT_TRIPLE_KICK,20,TYPE_ICE,90,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""A 3-kick attack\n""             ""that gets more\n""             ""powerful with each\n""             ""hit."""
Dual Wingbeat,EFFECT_HIT,40,TYPE_FLYING,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""User slams the\n""             ""target with wings\n""             ""and hits twice in a\n""             ""row."""
Scorching Sands,EFFECT_HIT,70,TYPE_GROUND,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_BURN","""Throws scorching\n""             ""sand at the\n""             ""target. May leave a\n""             ""burn."""
Jungle Healing,EFFECT_JUNGLE_HEALING,0,TYPE_GRASS,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Heals HP and status\n""             ""of itself and\n""             ""allies in battle."""
Wicked Blow,EFFECT_HIT,B_UPDATED_MOVE_DATA >= GEN_9 ? 75 : 80,TYPE_DARK,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Mastering the Dark\n""             ""style, strikes\n""             ""with a critical\n""             ""hit."""
Surging Strikes,EFFECT_HIT,25,TYPE_WATER,100,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Mastering the Water\n""             ""style, strikes\n""             ""with 3 critical\n""             ""hits."""
Thunder Cage,EFFECT_HIT,80,TYPE_ELECTRIC,90,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_WRAP","""Traps the foe in a cage\n""             ""of electricity for\n""             "" 2 to 5 turns."""
Dragon Energy,EFFECT_POWER_BASED_ON_USER_HP,150,TYPE_DRAGON,100,5,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,,"""The higher the\n""             ""user's HP the more\n""             ""damage caused."""
Freezing Glare,EFFECT_HIT,90,TYPE_PSYCHIC,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_FREEZE_OR_FROSTBITE","""Shoots psychic power\n""             ""from the eyes. May\n""             ""freeze the foe."""
Fiery Wrath,EFFECT_HIT,90,TYPE_DARK,100,10,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_FLINCH","""An attack fueled by\n""             ""your wrath. May\n""             ""cause flinching."""
Thunderous Kick,EFFECT_HIT,90,TYPE_FIGHTING,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_DEF_MINUS_1","""Uses a lightning-\n""             ""like kick to hit.\n""             ""Lowers foe's\n""             ""Defense."""
Glacial Lance,EFFECT_HIT,B_UPDATED_MOVE_DATA >= GEN_9 ? 120 : 130,TYPE_ICE,100,5,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_PHYSICAL,,"""Hurls a blizzard-\n""             ""cloaked icicle\n""             ""lance at foes."""
Astral Barrage,EFFECT_HIT,120,TYPE_GHOST,100,5,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,,"""Sends a frightful\n""             ""amount of small\n""             ""ghosts at foes."""
Eerie Spell,EFFECT_HIT,80,TYPE_PSYCHIC,100,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""Attacks with\n""             ""psychic\n""             ""power. Foe's last\n""             ""move has 3 PP cut."""
Dire Claw,EFFECT_HIT,B_UPDATED_MOVE_DATA >= GEN_9 ? 80 : 60,TYPE_POISON,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_DIRE_CLAW","""High critical hit\n""             ""chance.\n""             ""May paralyze,\n""             ""poison or drowse."""
Psyshield Bash,EFFECT_HIT,70,TYPE_PSYCHIC,90,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_DEF_PLUS_1","""Hits a foe with\n""             ""psychic energy.\n""             ""May raise Defense."""
Power Shift,EFFECT_POWER_TRICK,0,TYPE_NORMAL,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""The user swaps its\n""             ""Attack and Defense\n""             ""stats."""
Stone Axe,EFFECT_HIT,65,TYPE_ROCK,95,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_STEALTH_ROCK","""High critical hit\n""             ""ratio.\n""             ""Sets Splinters\n""             ""that hurt the foe."""
Springtide Storm,EFFECT_HIT,B_UPDATED_MOVE_DATA >= GEN_9 ? 100 : 95,TYPE_FAIRY,80,5,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_ATK_MINUS_1","""Wraps a foe in\n""             ""fierce winds.\n""             ""Varies with the\n""             ""user's form."""
Mystical Power,EFFECT_HIT,70,TYPE_PSYCHIC,90,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SP_ATK_PLUS_1","""A mysterious power\n""             ""strikes, raising\n""             ""the user's Sp. Atk."""
Raging Fury,EFFECT_HIT,B_UPDATED_MOVE_DATA >= GEN_9 ? 120 : 90,TYPE_FIRE,100,10,MOVE_TARGET_RANDOM,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_THRASH","""A rampage of 2 to 3\n""             ""turns that confuses\n""             ""the user."""
Wave Crash,EFFECT_RECOIL,B_UPDATED_MOVE_DATA >= GEN_9 ? 120 : 75,TYPE_WATER,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""A slam shrouded in\n""             ""water. It also\n""             ""hurts the user."""
Chloroblast,EFFECT_MAX_HP_50_RECOIL,B_UPDATED_MOVE_DATA >= GEN_9 ? 150 : 120,TYPE_GRASS,95,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""A user-hurting\n""             ""blast of amassed\n""             ""chlorophyll."""
Mountain Gale,EFFECT_HIT,100,TYPE_ICE,85,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_FLINCH","""Giant chunks of ice\n""             ""damage the foe. It\n""             ""may flinch."""
Victory Dance,EFFECT_VICTORY_DANCE,0,TYPE_FIGHTING,0,20,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Dances to raise\n""             ""Attack, Defense\n""             ""and Speed."""
Headlong Rush,EFFECT_HIT,B_UPDATED_MOVE_DATA >= GEN_9 ? 120 : 100,TYPE_GROUND,100,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_DEF_SPDEF_DOWN","""Hits with a full-\n""             ""body tackle.\n""             ""Lowers the user's\n""             ""defenses."""
Barb Barrage,EFFECT_DOUBLE_POWER_ON_ARG_STATUS,60,TYPE_POISON,100,B_UPDATED_MOVE_DATA >= GEN_9 ? 10 : 15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Can poison on\n""             ""impact. Powers up\n""             ""against poisoned\n""             ""foes."""
Esper Wing,EFFECT_HIT,B_UPDATED_MOVE_DATA >= GEN_9 ? 80 : 75,TYPE_PSYCHIC,B_UPDATED_MOVE_DATA >= GEN_9 ? 100 : 90,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SPD_PLUS_1","""High critical hit\n""             ""ratio. Ups the\n""             ""user's Speed."""
Bitter Malice,EFFECT_HIT,B_UPDATED_MOVE_DATA >= GEN_9 ? 75 : 60,TYPE_GHOST,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_ATK_MINUS_1","""A spine-chilling\n""             ""resentment. Lowers\n""             ""the foe's Attack."""
Shelter,EFFECT_DEFENSE_UP_2,0,TYPE_STEEL,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""The user hardens\n""             ""their skin, sharply\n""             ""raising its Defense."""
Triple Arrows,EFFECT_HIT,B_UPDATED_MOVE_DATA >= GEN_9 ? 90 : 50,TYPE_FIGHTING,100,B_UPDATED_MOVE_DATA >= GEN_9 ? 10 : 15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_DEF_MINUS_1","""High critical hit\n""             ""ratio. May lower\n""             ""Defense or flinch."""
Infernal Parade,EFFECT_DOUBLE_POWER_ON_ARG_STATUS,60,TYPE_GHOST,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""Hurts a foe harder\n""             ""if it has an\n""             ""ailment. May leave\n""             ""a burn."""
Ceaseless Edge,EFFECT_HIT,65,TYPE_DARK,90,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SPIKES","""High critical hit\n""             ""ratio.\n""             ""Sets Splinters\n""             ""that hurt the foe."""
Bleakwind Storm,EFFECT_RAIN_ALWAYS_HIT,120,TYPE_FLYING,85,10,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SPD_MINUS_1","""Hits with brutal,\n""             ""cold winds. May\n""             ""lower the foe's\n""             ""Speed."""
Wildbolt Storm,EFFECT_RAIN_ALWAYS_HIT,B_UPDATED_MOVE_DATA >= GEN_9 ? 100 : 95,TYPE_ELECTRIC,80,B_UPDATED_MOVE_DATA >= GEN_9 ? 10 : 5,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_PARALYSIS","""Hits with a brutal\n""             ""tempest. May\n""             ""inflict paralysis."""
Sandsear Storm,EFFECT_RAIN_ALWAYS_HIT,100,TYPE_GROUND,80,10,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_BURN","""Hits with brutally\n""             ""hot sand. May\n""             ""inflict a burn."""
Lunar Blessing,EFFECT_JUNGLE_HEALING,0,TYPE_PSYCHIC,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""The user heals and\n""             ""cures itself and\n""             ""its ally."""
Take Heart,EFFECT_TAKE_HEART,0,TYPE_PSYCHIC,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""The user lifts its\n""             ""spirits to heal\n""             ""and strengthen\n""             ""itself."""
Tera Blast,EFFECT_TERA_BLAST,80,TYPE_NORMAL,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_TERA_BLAST","""If the user's\n""             ""Terastallized, it\n""             ""hits with its Tera-\n""             ""type."""
Silk Trap,EFFECT_PROTECT,0,TYPE_BUG,0,10,MOVE_TARGET_USER,4,DAMAGE_CATEGORY_STATUS,,"""Protects itself,\n""             ""lowering Speed on\n""             ""contact."""
Axe Kick,EFFECT_RECOIL_IF_MISS,120,TYPE_FIGHTING,90,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_CONFUSION","""May miss and hurt\n""             ""the kicker. May\n""             ""cause confusion."""
Last Respects,EFFECT_LAST_RESPECTS,50,TYPE_GHOST,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""This move deals\n""             ""more damage for\n""             ""each defeated ally."""
Lumina Crash,EFFECT_HIT,80,TYPE_PSYCHIC,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SP_DEF_MINUS_2","""A mind-affecting\n""             ""light harshly\n""             ""lowers Sp. Def."""
Order Up,EFFECT_ORDER_UP,80,TYPE_DRAGON,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_ORDER_UP","""Boosts a user's\n""             ""stats depending on\n""             ""Tatsugiri."""
Jet Punch,EFFECT_HIT,60,TYPE_WATER,100,15,MOVE_TARGET_SELECTED,1,DAMAGE_CATEGORY_PHYSICAL,,"""A punch is thrown\n""             ""at blinding speed\n""             ""to strike first."""
Spicy Extract,EFFECT_SPICY_EXTRACT,0,TYPE_GRASS,0,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Sharply ups\n""             ""target's\n""             ""Attack, harshly\n""             ""lowers its Defense."""
Spin Out,EFFECT_HIT,100,TYPE_STEEL,100,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SPD_MINUS_2","""Furiously strains\n""             ""its legs. Harshly\n""             ""lowers user's\n""             ""Speed."""
Population Bomb,EFFECT_POPULATION_BOMB,20,TYPE_NORMAL,90,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""The user's fellows\n""             ""hit one to ten\n""             ""times in a row."""
Ice Spinner,EFFECT_HIT_SET_REMOVE_TERRAIN,80,TYPE_ICE,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Ice-covered feet\n""             ""hit a foe and\n""             ""destroy the\n""             ""terrain."""
Glaive Rush,EFFECT_GLAIVE_RUSH,120,TYPE_DRAGON,100,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Foe attacks next\n""             ""turn can't miss\n""             ""and do double\n""             ""damage."""
Revival Blessing,,0,,0,0,,0,,,
Salt Cure,EFFECT_HIT,40,TYPE_ROCK,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SALT_CURE","""Hurts foe every\n""             ""turn.\n""             ""Double damage to\n""             ""Steel and Water."""
Triple Dive,EFFECT_HIT,30,TYPE_WATER,95,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Hits target with\n""             ""splashes of water\n""             ""3 times in a row."""
Mortal Spin,EFFECT_RAPID_SPIN,30,TYPE_POISON,100,15,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS(
        {
            .moveEffect = MOVE_EFFECT_POISON","""Erases trap moves\n""             ""and Leech Seed.\n""             ""Poisons adjacent\n""             ""foes."""
Doodle,EFFECT_DOODLE,0,TYPE_NORMAL,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Changes user's and\n""             ""ally's Ability\n""             ""into the target's."""
Fillet Away,EFFECT_FILLET_AWAY,0,TYPE_NORMAL,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Sharply boosts\n""             ""offenses and Speed\n""             ""by using its own\n""             ""HP."""
Kowtow Cleave,EFFECT_HIT,85,TYPE_DARK,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""User slashes the\n""             ""foe\n""             ""after kowtowing.\n""             ""It never misses."""
