Display Name,Species ID,HP,Attack,Defense,Speed,Sp. Attack,Sp. Defense,Total Stats,Type 1,Type 2,Growth Rate,Evolution Species,Evolution Method,Evolution Level,Enabled
Snorunt,SNORUNT,50,50,50,50,50,50,300,TYPE_ICE,TYPE_ICE,GROWTH_MEDIUM_FAST,GLALIE,EVO_LEVEL,42,True
Snorunt,SNORUNT,50,50,50,50,50,50,300,TYPE_ICE,TYPE_ICE,GROWTH_MEDIUM_FAST,FROSLASS,EVO_ITEM,ITEM_DAWN_STONE,True
Glalie,GLALIE,85,85,85,85,85,85,510,TYPE_ICE,TYPE_ICE,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Froslass,FROSLASS,75,85,75,115,85,75,510,TYPE_ICE,TYPE_GHOST,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Spheal,SPHEAL,70,40,55,25,55,55,300,TYPE_ICE,TYPE_WATER,GROWTH_MEDIUM_SLOW,SEALEO,EVO_LEVEL,32,True
Sealeo,SEALEO,90,60,70,45,75,70,410,TYPE_ICE,TYPE_WATER,GROWTH_MEDIUM_SLOW,WALREIN,EVO_LEVEL,44,True
Walrein,WALREIN,110,80,90,65,95,90,530,TYPE_ICE,TYPE_WATER,GROWTH_MEDIUM_SLOW,NONE,NONE,0,True
Clamperl,CLAMPERL,35,64,85,32,74,55,345,TYPE_WATER,TYPE_WATER,GROWTH_ERRATIC,HUNTAIL,EVO_ITEM,ITEM_DEEP_SEA_TOOTH,True
Clamperl,CLAMPERL,35,64,85,32,74,55,345,TYPE_WATER,TYPE_WATER,GROWTH_ERRATIC,GOREBYSS,EVO_ITEM,ITEM_DEEP_SEA_SCALE,True
Huntail,HUNTAIL,75,105,105,55,95,75,510,TYPE_WATER,TYPE_WATER,GROWTH_ERRATIC,NONE,NONE,0,True
Gorebyss,GOREBYSS,75,85,105,55,115,75,510,TYPE_WATER,TYPE_WATER,GROWTH_ERRATIC,NONE,NONE,0,True
Relicanth,RELICANTH,100,90,130,55,45,65,485,TYPE_WATER,TYPE_ROCK,GROWTH_SLOW,NONE,NONE,0,False
Luvdisc,LUVDISC,43,30,55,97,40,65,330,TYPE_WATER,TYPE_WATER,GROWTH_FAST,NONE,NONE,0,False
Bagon,BAGON,45,75,60,50,40,30,300,TYPE_DRAGON,TYPE_DRAGON,GROWTH_SLOW,SHELGON,EVO_LEVEL,30,False
Shelgon,SHELGON,65,95,100,50,60,50,420,TYPE_DRAGON,TYPE_DRAGON,GROWTH_SLOW,SALAMENCE,EVO_LEVEL,50,False
Salamence,SALAMENCE,95,135,80,100,110,80,600,TYPE_DRAGON,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0,False
Beldum,BELDUM,40,55,80,30,35,60,300,TYPE_STEEL,TYPE_PSYCHIC,GROWTH_SLOW,METANG,EVO_LEVEL,20,True
Metang,METANG,60,75,100,50,55,80,420,TYPE_STEEL,TYPE_PSYCHIC,GROWTH_SLOW,METAGROSS,EVO_LEVEL,45,True
Metagross,METAGROSS,80,135,130,70,95,90,600,TYPE_STEEL,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0,True
Regirock,REGIROCK,80,100,200,50,50,100,580,TYPE_ROCK,TYPE_ROCK,GROWTH_SLOW,NONE,NONE,0,False
Regice,REGICE,80,50,100,50,100,200,580,TYPE_ICE,TYPE_ICE,GROWTH_SLOW,NONE,NONE,0,False
Registeel,REGISTEEL,80,75,150,50,75,150,580,TYPE_STEEL,TYPE_STEEL,GROWTH_SLOW,NONE,NONE,0,False
Latias,LATIAS,80,80,90,110,110,130,600,TYPE_DRAGON,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0,False
Latios,LATIOS,80,90,80,110,130,110,600,TYPE_DRAGON,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0,False
Kyogre,KYOGRE,100,100,90,90,150,140,670,TYPE_WATER,TYPE_WATER,GROWTH_SLOW,NONE,NONE,0,False
Groudon,GROUDON,100,150,140,90,100,90,670,TYPE_GROUND,TYPE_GROUND,GROWTH_SLOW,NONE,NONE,0,False
Rayquaza,RAYQUAZA,105,150,90,95,150,90,680,TYPE_DRAGON,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0,False
Jirachi,JIRACHI,100,100,100,100,100,100,600,TYPE_STEEL,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0,False
Deoxys,DEOXYS_NORMAL,50,150,50,150,150,50,600,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0,False
Deoxys,DEOXYS_ATTACK,50,180,20,150,180,20,600,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0,False
Deoxys,DEOXYS_DEFENSE,50,70,160,90,70,160,600,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0,False
Deoxys,DEOXYS_SPEED,50,95,90,180,95,90,600,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0,False
Turtwig,TURTWIG,55,68,64,31,45,55,318,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_SLOW,GROTLE,EVO_LEVEL,18,True
Grotle,GROTLE,75,89,85,36,55,65,405,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_SLOW,TORTERRA,EVO_LEVEL,32,True
Torterra,TORTERRA,95,109,105,56,75,85,525,TYPE_GRASS,TYPE_GROUND,GROWTH_MEDIUM_SLOW,NONE,NONE,0,True
Chimchar,CHIMCHAR,44,58,44,61,58,44,309,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_SLOW,MONFERNO,EVO_LEVEL,14,True
Monferno,MONFERNO,64,78,52,81,78,52,405,TYPE_FIRE,TYPE_FIGHTING,GROWTH_MEDIUM_SLOW,INFERNAPE,EVO_LEVEL,36,True
Infernape,INFERNAPE,76,104,71,108,104,71,534,TYPE_FIRE,TYPE_FIGHTING,GROWTH_MEDIUM_SLOW,NONE,NONE,0,True
Piplup,PIPLUP,53,51,53,40,61,56,314,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_SLOW,PRINPLUP,EVO_LEVEL,16,True
Prinplup,PRINPLUP,64,66,68,50,81,76,405,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_SLOW,EMPOLEON,EVO_LEVEL,36,True
Empoleon,EMPOLEON,84,86,88,60,111,101,530,TYPE_WATER,TYPE_STEEL,GROWTH_MEDIUM_SLOW,NONE,NONE,0,True
Starly,STARLY,40,55,32,63,30,30,250,TYPE_NORMAL,TYPE_FLYING,GROWTH_MEDIUM_SLOW,STARAVIA,EVO_LEVEL,14,True
Staravia,STARAVIA,55,75,50,80,40,40,340,TYPE_NORMAL,TYPE_FLYING,GROWTH_MEDIUM_SLOW,STARAPTOR,EVO_LEVEL,34,True
Staraptor,STARAPTOR,85,120,70,100,50,60,485,TYPE_NORMAL,TYPE_FLYING,GROWTH_MEDIUM_SLOW,NONE,NONE,0,True
Bidoof,BIDOOF,59,45,40,31,35,40,250,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,BIBAREL,EVO_LEVEL,15,True
Bibarel,BIBAREL,79,85,60,71,55,60,410,TYPE_NORMAL,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Kricketot,KRICKETOT,45,40,55,40,40,55,275,TYPE_BUG,TYPE_BUG,GROWTH_MEDIUM_SLOW,KRICKETUNE,EVO_LEVEL,10,False
Kricketune,KRICKETUNE,77,85,51,65,55,51,384,TYPE_BUG,TYPE_BUG,GROWTH_MEDIUM_SLOW,NONE,NONE,0,False
Shinx,SHINX,45,65,40,50,40,40,280,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_SLOW,LUXIO,EVO_LEVEL,15,True
Luxio,LUXIO,60,85,49,60,60,49,363,TYPE_ELECTRIC,TYPE_DARK,GROWTH_MEDIUM_SLOW,LUXRAY,EVO_LEVEL,30,True
Luxray,LUXRAY,80,120,79,70,95,79,523,TYPE_ELECTRIC,TYPE_DARK,GROWTH_MEDIUM_SLOW,NONE,NONE,0,True
Cranidos,CRANIDOS,67,125,40,58,30,30,350,TYPE_ROCK,TYPE_ROCK,GROWTH_ERRATIC,RAMPARDOS,EVO_LEVEL,30,True
Rampardos,RAMPARDOS,97,165,60,58,65,50,495,TYPE_ROCK,TYPE_ROCK,GROWTH_ERRATIC,NONE,NONE,0,True
Shieldon,SHIELDON,30,42,118,30,42,88,350,TYPE_ROCK,TYPE_STEEL,GROWTH_ERRATIC,BASTIODON,EVO_LEVEL,30,True
Bastiodon,BASTIODON,60,52,168,30,47,138,495,TYPE_ROCK,TYPE_STEEL,GROWTH_ERRATIC,NONE,NONE,0,True
Burmy,BURMY_PLANT,40,29,45,36,29,45,224,TYPE_BUG,TYPE_BUG,GROWTH_MEDIUM_FAST,WORMADAM_PLANT,EVO_LEVEL,20,False
Burmy,BURMY_SANDY,40,29,45,36,29,45,224,TYPE_BUG,TYPE_BUG,GROWTH_MEDIUM_FAST,WORMADAM_SANDY,EVO_LEVEL,20,False
Burmy,BURMY_TRASH,40,29,45,36,29,45,224,TYPE_BUG,TYPE_BUG,GROWTH_MEDIUM_FAST,WORMADAM_TRASH,EVO_LEVEL,20,False
Wormadam,WORMADAM_PLANT,60,59,85,36,79,105,424,TYPE_BUG,TYPE_GRASS,GROWTH_MEDIUM_FAST,NONE,NONE,0,Unknown
Wormadam,WORMADAM_SANDY,60,79,105,36,59,85,424,TYPE_BUG,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0,Unknown
Wormadam,WORMADAM_TRASH,60,69,95,36,69,95,424,TYPE_BUG,TYPE_STEEL,GROWTH_MEDIUM_FAST,NONE,NONE,0,Unknown
Combee,COMBEE,30,40,52,75,40,52,289,TYPE_BUG,TYPE_FLYING,GROWTH_MEDIUM_SLOW,VESPIQUEN,EVO_LEVEL,21,False
Vespiquen,VESPIQUEN,75,85,102,50,85,102,499,TYPE_BUG,TYPE_FLYING,GROWTH_MEDIUM_SLOW,NONE,NONE,0,False
Pachirisu,PACHIRISU,60,45,70,95,45,90,405,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Buizel,BUIZEL,55,65,35,85,60,30,330,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,FLOATZEL,EVO_LEVEL,26,True
Floatzel,FLOATZEL,85,105,55,115,85,50,495,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Cherubi,CHERUBI,45,35,45,35,62,53,275,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_FAST,CHERRIM_OVERCAST,EVO_LEVEL,25,True
Cherrim,CHERRIM_OVERCAST,70,60,70,85,87,78,450,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_FAST,NONE,NONE,0,Unknown
Cherrim,CHERRIM_SUNSHINE,70,60,70,85,87,78,450,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_FAST,NONE,NONE,0,Unknown
Shellos,SHELLOS_WEST,76,48,48,34,57,62,325,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,GASTRODON_WEST,EVO_LEVEL,30,False
Shellos,SHELLOS_EAST,76,48,48,34,57,62,325,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,GASTRODON_EAST,EVO_LEVEL,30,False
Gastrodon,GASTRODON_WEST,111,83,68,39,92,82,475,TYPE_WATER,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0,Unknown
Gastrodon,GASTRODON_EAST,111,83,68,39,92,82,475,TYPE_WATER,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0,Unknown
Drifloon,DRIFLOON,90,50,34,70,60,44,348,TYPE_GHOST,TYPE_FLYING,GROWTH_MEDIUM_SLOW,DRIFBLIM,EVO_LEVEL,28,True
Drifblim,DRIFBLIM,150,80,44,80,90,54,498,TYPE_GHOST,TYPE_FLYING,GROWTH_MEDIUM_SLOW,NONE,NONE,0,True
Buneary,BUNEARY,55,66,44,85,44,56,350,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,LOPUNNY,EVO_LEVEL,0,False
Lopunny,LOPUNNY,65,76,84,105,54,96,480,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,False
Glameow,GLAMEOW,49,55,42,85,42,37,310,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,PURUGLY,EVO_LEVEL,38,True
Purugly,PURUGLY,71,82,64,112,64,59,452,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,NONE,NONE,0,True
Stunky,STUNKY,63,63,47,74,41,41,329,TYPE_POISON,TYPE_DARK,GROWTH_MEDIUM_FAST,SKUNTANK,EVO_LEVEL,34,True
Skuntank,SKUNTANK,103,93,67,84,71,61,479,TYPE_POISON,TYPE_DARK,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Bronzor,BRONZOR,57,24,86,23,24,86,300,TYPE_STEEL,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,BRONZONG,EVO_LEVEL,33,True
Bronzong,BRONZONG,67,89,116,33,79,116,500,TYPE_STEEL,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Chatot,CHATOT,76,65,45,91,92,42,411,TYPE_NORMAL,TYPE_FLYING,GROWTH_MEDIUM_SLOW,NONE,NONE,0,False
Spiritomb,SPIRITOMB,50,92,108,35,92,108,485,TYPE_GHOST,TYPE_DARK,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Gible,GIBLE,58,70,45,42,40,45,300,TYPE_DRAGON,TYPE_GROUND,GROWTH_SLOW,GABITE,EVO_LEVEL,24,True
Gabite,GABITE,68,90,65,82,50,55,410,TYPE_DRAGON,TYPE_GROUND,GROWTH_SLOW,GARCHOMP,EVO_LEVEL,48,True
Garchomp,GARCHOMP,108,130,95,102,80,85,600,TYPE_DRAGON,TYPE_GROUND,GROWTH_SLOW,NONE,NONE,0,True
Riolu,RIOLU,40,70,40,60,35,40,285,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_MEDIUM_SLOW,LUCARIO,EVO_LEVEL,0,True
Lucario,LUCARIO,70,110,70,90,115,70,525,TYPE_FIGHTING,TYPE_STEEL,GROWTH_MEDIUM_SLOW,NONE,NONE,0,True
Hippopotas,HIPPOPOTAS,68,72,78,32,38,42,330,TYPE_GROUND,TYPE_GROUND,GROWTH_MEDIUM_FAST,HIPPOWDON,EVO_LEVEL,34,True
Hippowdon,HIPPOWDON,108,112,118,47,68,72,525,TYPE_GROUND,TYPE_GROUND,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Skorupi,SKORUPI,40,50,90,65,30,55,330,TYPE_POISON,TYPE_BUG,GROWTH_FAST,DRAPION,EVO_LEVEL,40,True
Drapion,DRAPION,70,90,110,95,60,75,500,TYPE_POISON,TYPE_DARK,GROWTH_FAST,NONE,NONE,0,True
Croagunk,CROAGUNK,48,61,40,50,61,40,300,TYPE_POISON,TYPE_FIGHTING,GROWTH_MEDIUM_FAST,TOXICROAK,EVO_LEVEL,37,True
Toxicroak,TOXICROAK,83,106,70,85,86,70,500,TYPE_POISON,TYPE_FIGHTING,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Carnivine,CARNIVINE,74,100,72,46,90,72,454,TYPE_GRASS,TYPE_GRASS,GROWTH_SLOW,NONE,NONE,0,True
Finneon,FINNEON,49,49,56,66,49,61,330,TYPE_WATER,TYPE_WATER,GROWTH_ERRATIC,LUMINEON,EVO_LEVEL,31,False
Lumineon,LUMINEON,69,69,76,91,69,86,460,TYPE_WATER,TYPE_WATER,GROWTH_ERRATIC,NONE,NONE,0,False
Snover,SNOVER,60,62,50,40,62,60,334,TYPE_GRASS,TYPE_ICE,GROWTH_MEDIUM_SLOW,ABOMASNOW,EVO_LEVEL,40,True
Abomasnow,ABOMASNOW,90,95,75,60,95,85,500,TYPE_GRASS,TYPE_ICE,GROWTH_MEDIUM_SLOW,NONE,NONE,0,True
Rotom,ROTOM,50,50,77,91,95,77,440,TYPE_ELECTRIC,TYPE_GHOST,GROWTH_MEDIUM_FAST,NONE,NONE,0,False
Rotom,ROTOM_HEAT,50,65,107,86,105,107,520,TYPE_ELECTRIC,TYPE_FIRE,GROWTH_MEDIUM_FAST,NONE,NONE,0,False
Rotom,ROTOM_WASH,50,65,107,86,105,107,520,TYPE_ELECTRIC,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0,False
Rotom,ROTOM_FROST,50,65,107,86,105,107,520,TYPE_ELECTRIC,TYPE_ICE,GROWTH_MEDIUM_FAST,NONE,NONE,0,False
Rotom,ROTOM_FAN,50,65,107,86,105,107,520,TYPE_ELECTRIC,TYPE_FLYING,GROWTH_MEDIUM_FAST,NONE,NONE,0,False
Rotom,ROTOM_MOW,50,65,107,86,105,107,520,TYPE_ELECTRIC,TYPE_GRASS,GROWTH_MEDIUM_FAST,NONE,NONE,0,False
Uxie,UXIE,75,75,130,95,75,130,580,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0,False
Mesprit,MESPRIT,80,105,105,80,105,105,580,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0,False
Azelf,AZELF,75,125,70,115,125,70,580,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0,False
Dialga,DIALGA,100,120,120,90,150,100,680,TYPE_STEEL,TYPE_DRAGON,GROWTH_SLOW,NONE,NONE,0,False
Dialga,DIALGA_ORIGIN,100,100,120,90,150,120,680,TYPE_STEEL,TYPE_DRAGON,GROWTH_SLOW,NONE,NONE,0,False
Palkia,PALKIA,90,120,100,100,150,120,680,TYPE_WATER,TYPE_DRAGON,GROWTH_SLOW,NONE,NONE,0,False
Palkia,PALKIA_ORIGIN,90,100,100,120,150,120,680,TYPE_WATER,TYPE_DRAGON,GROWTH_SLOW,NONE,NONE,0,False
Heatran,HEATRAN,91,90,106,77,130,106,600,TYPE_FIRE,TYPE_STEEL,GROWTH_SLOW,NONE,NONE,0,False
Regigigas,REGIGIGAS,110,160,110,100,80,110,670,TYPE_NORMAL,TYPE_NORMAL,GROWTH_SLOW,NONE,NONE,0,False
Giratina,GIRATINA_ALTERED,150,100,120,90,100,120,680,TYPE_GHOST,TYPE_DRAGON,GROWTH_SLOW,NONE,NONE,0,False
Giratina,GIRATINA_ORIGIN,150,120,100,90,120,100,680,TYPE_GHOST,TYPE_DRAGON,GROWTH_SLOW,NONE,NONE,0,False
Cresselia,CRESSELIA,120,70,120,85,75,130,600,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0,False
Phione,PHIONE,80,80,80,80,80,80,480,TYPE_WATER,TYPE_WATER,GROWTH_SLOW,NONE,NONE,0,True
Manaphy,MANAPHY,100,100,100,100,100,100,600,TYPE_WATER,TYPE_WATER,GROWTH_SLOW,NONE,NONE,0,True
Darkrai,DARKRAI,70,90,90,125,135,90,600,TYPE_DARK,TYPE_DARK,GROWTH_SLOW,NONE,NONE,0,False
Shaymin,SHAYMIN_LAND,100,100,100,100,100,100,600,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_SLOW,NONE,NONE,0,False
Shaymin,SHAYMIN_SKY,100,103,75,127,120,75,600,TYPE_GRASS,TYPE_FLYING,GROWTH_MEDIUM_SLOW,NONE,NONE,0,False
